Station,Latitude,Longitude,Date,Time,Depth,Comment,Cloud [1-9],Wind Dir [deg/10],Wind Speed [kts],WW Code,Bar Pressure [mb],Air Temp Dry [degC],Air Temp Wet [degC],Wave Period [s],Wave Height [0.5m],Swell Dir [deg/10],Swell Period [s],Swell Height [0.5m],Ice Conc [1/10s],Ice Stage [0-9],Bergs [# 0-9],Sit and Trend
car031_2023_045,44 15.23 N,46 33.47 W,2023-04-10,09:28,3848,SEGBTOFC-06   ,9,28,23,02,1022.1,001.9,     ,27,02,26,06,05, , , , 
car031_2023_046,44 38.88 N,46 04.10 W,2023-04-10,12:31,3649,SEGBTOFC-07   ,9,29,21,02,1022.7,001.2,     ,04,03,28,07,05, , , , 
car031_2023_047,45 02.54 N,45 33.34 W,2023-04-10,15:25,3741,SEGBTOFC-08   ,9,27,25,02,1022.3,001.2,     ,27,04,23,06,06, , , , 
car031_2023_048,45 28.54 N,45 00.85 W,2023-04-10,18:29,4175,SEGBTOFC-09   ,9,27,22,02,1022.3,001.3,     ,03,04,27,06,06, , , , 
car031_2023_049,45 56.28 N,44 23.85 W,2023-04-10,21:49,4000,SEGBTOFC-10   ,7,26,27,02,1022.4,001.6,     ,02,02,30,12,04, , , , 
car031_2023_050,46 15.90 N,43 58.14 W,2023-04-11,00:28,3959,SEGBTOFC-11   ,8,25,24,03,1022.7,002.3,     ,02,02,  ,12,03, , , , 
car031_2023_051,46 38.91 N,43 27.83 W,2023-04-11,03:38,3269,SEGBTOFC-12   ,9,24,20,73,1021.4,001.7,     ,04,01,30,08,04, , , , 
car031_2023_052,47 00.00 N,43 00.00 W,2023-04-11,06:49,3550,FC-35         ,8,25,27,01,1020.1,003.1,     ,04,01,24,08,04, , , , 
car031_2023_053,47 00.00 N,43 24.00 W,2023-04-11,14:07,1231,FC-33         ,9,26,23,02,1023.1,002.7,     ,02,04,27,06,06, , , , 
car031_2023_054,47 00.00 N,43 50.00 W,2023-04-11,18:51,0556,FC-31         ,2,22,18,01,1021.4,004.1,     ,02,04,27,06,06, , , , 
car031_2023_055,47 00.00 N,44 05.00 W,2023-04-11,21:53,0330,FC-30         ,4,21,11,03,1020.4,004.2,     ,03,02,24,12,04, , , , 
car031_2023_056,47 00.00 N,44 13.90 W,2023-04-11,23:10,0275,FC-29         ,8,19,08,02,1019.9,003.9,     ,02,02,27,09,04, , , , 
car031_2023_057,47 00.00 N,44 26.00 W,2023-04-12,01:47,0157,FC-28         ,8,15,12,03,1017.3,004.0,     ,00,00,  ,10,02, , , , 
car031_2023_058,47 00.00 N,44 34.70 W,2023-04-12,02:53,0137,FC-27         ,8,13,08,02,1015.4,004.3,     ,00,00,  ,12,02, , , , 
car031_2023_059,47 00.00 N,44 46.30 W,2023-04-12,04:12,0151,FC-26         ,8,12,16,02,1012.2,004.3,     ,02,01,  ,12,02, , , , 
car031_2023_060,47 00.00 N,44 59.30 W,2023-04-12,06:22,0150,FC-25         ,8,10,34,63,1003.9,004.7,     ,03,02,  ,10,02, , , , 
car031_2023_061,47 00.00 N,45 12.80 W,2023-04-12,08:11,0167,FC-24         ,8,09,30,63,0999.6,004.8,     ,03,02,  ,10,02, , , , 
car031_2023_062,47 00.00 N,45 30.00 W,2023-04-12,10:14,0251,FC-23         ,9,09,36,02,0989.5,005.5,     ,05,01,09,09,05, , , , 
car031_2023_063,47 00.00 N,45 43.80 W,2023-04-12,12:18,0276,FC-22         ,9,18,35,43,0983.3,005.7,     ,06,02,18,09,04, , , , 
car031_2023_064,47 00.00 N,46 01.00 W,2023-04-12,13:59,0302,FC-21         ,9,18,33,42,0981.2,003.8,     ,03,02,16,09,06, , , , 
car031_2023_065,47 00.00 N,46 29.00 W,2023-04-12,17:35,0348,FC-20         ,9,29,50,02,0986.8,002.9,     ,04,02,28,08,07, , , , 
car031_2023_066,47 00.00 N,46 50.00 W,2023-04-13,00:08,1170,FC-18         ,9,22,18,02,1001.6,002.1,     ,05,02,27,08,05, , , , 
car031_2023_067,47 00.00 N,47 01.00 W,2023-04-13,03:56,1136,FC-17         ,8,13,22,63,0997.3,003.2,     ,05,01,  ,10,03, , , , 
car031_2023_068,47 00.00 N,47 10.10 W,2023-04-13,07:30,0855,FC-16         , ,17,22,47,0993.9,004.3,     ,03,02,  ,12,04, , , , 
car031_2023_069,47 00.00 N,47 15.00 W,2023-04-13,08:52,0504,FC-15         ,9,18,20,47,0993.2,003.3,     ,04,01,21,09,04, , , , 
car031_2023_070,47 00.00 N,47 30.00 W,2023-04-13,11:57,0214,FC-14         ,9,23,10,43,0990.8,001.0,     ,04,01,18,12,05, , , , 
car031_2023_071,47 00.00 N,47 49.00 W,2023-04-13,14:38,0165,FC-13         ,9,23,21,42,0990.6,000.9,     ,02,03,25,06,05, , , , 
car031_2023_072,47 00.00 N,48 07.00 W,2023-04-13,17:17,0133,FC-12         ,9,25,25,02,0990.7,000.7,     ,04,01,24,08,04, , , , 
car031_2023_073,47 00.00 N,48 37.00 W,2023-04-13,20:22,0104,FC-11         ,8,30,18,41,0991.5,000.4,     ,03,01,36,11,03, , , , 
car031_2023_074,47 00.00 N,49 07.00 W,2023-04-13,23:00,0082,FC-10         ,9,31,20,02,0997.2,000.3,     ,05,01,27,07,03, , , , 
car031_2023_075,47 00.00 N,50 00.00 W,2023-04-14,03:45,0083,FC-09         ,8,31,22,02,1001.0,000.1,     ,02,02,  ,09,03, , , , 
car031_2023_076,46 52.38 N,50 48.94 W,2023-04-14,07:30,0123,FCTOSWSPB-01  ,8,21,22,02,0999.2,000.9,     ,02,02,  ,12,03, , , , 
car031_2023_077,46 45.62 N,51 32.35 W,2023-04-14,10:27,0090,FCTOSWSPB-02  ,9,21,27,61,0996.3,001.3,     ,03,03,20,05,04, , , , 
car031_2023_078,46 38.29 N,52 19.27 W,2023-04-14,13:32,0127,FCTOSWSPB-03  ,9,21,25,62,0992.6,001.2,     ,05,01,23,11,04, , , , 
car031_2023_079,46 31.08 N,53 05.29 W,2023-04-14,16:27,0116,FCTOSWSPB-04  ,6,25,25,02,0991.5,001.5,     ,02,02,27,05,03, , , , 
car031_2023_080,46 18.75 N,53 51.95 W,2023-04-14,19:36,0276,FCTOSWSPB-05  ,5,30,25,02,0994.7,002.2,     ,03,03,26,05,05, , , , 
car031_2023_081,46 07.86 N,54 30.36 W,2023-04-14,22:20,0108,FCTOSWSPB-06  ,7,30,23,02,1000.3,002.6,     ,02,02,27,12,03, , , , 
car031_2023_082,45 58.09 N,55 04.67 W,2023-04-15,01:20,0159,FCTOSWSPB-07  ,6,30,33,02,1005.1,002.4,     ,03,03,  ,08,04, , , , 
car031_2023_083,45 48.19 N,55 39.39 W,2023-04-15,04:32,0118,FCTOSWSPB-08  ,8,30,30,02,1007.8,002.1,     ,05,01,  ,09,06, , , , 
car031_2023_084,45 38.89 N,56 11.87 W,2023-04-15,07:32,0047,FCTOSWSPB-09  ,2,30,30,02,1010.3,002.1,     ,06,01,  ,09,06, , , , 
car031_2023_085,45 47.38 N,57 07.35 W,2023-04-15,16:21,0418,LC-MPA-01     ,2,30,22,02,1016.9,002.0,     ,02,04,30,04,05, , , , 
car031_2023_086,45 37.01 N,57 22.51 W,2023-04-15,18:29,0445,SWSPB-06      ,2,31,21,02,1018.5,002.1,     ,02,04,30,04,06, , , , 
car031_2023_087,45 45.58 N,56 41.93 W,2023-04-15,22:24,0117,SWSPBTOS27-01 ,5,32,24,02,1018.3,002.1,     ,03,02,31,11,02, , , , 
car031_2023_088,45 55.17 N,55 56.83 W,2023-04-16,01:23,0058,SWSPBTOS27-02 ,8,30,17,02,1019.3,001.8,     ,03,02,31,12,02, , , , 
car031_2023_089,46 05.20 N,55 09.61 W,2023-04-16,04:26,0147,SWSPBTOS27-03 ,6,30,07,03,1019.3,001.3,     ,05,01,  ,12,01, , , , 
car031_2023_090,46 14.99 N,54 23.29 W,2023-04-16,07:26,0118,SWSPBTOS27-04 ,6,25,06,02,1019.1,001.4,     ,04,05,  ,10,01, , , , 
car031_2023_091,46 25.24 N,53 34.72 W,2023-04-16,10:33,0093,SWSPBTOS27-05 ,2,28,06,02,1020.6,001.4,     ,06,06,23,10,03, , , , 
car031_2023_092,46 42.20 N,52 57.27 W,2023-04-16,13:33,0071,SWSPBTOS27-06 ,2,14,06,02,1020.9,002.7,     ,04,05,03,10,04, , , , 
car031_2023_093,47 08.24 N,52 47.31 W,2023-04-16,16:21,0177,SWSPBTOS27-07 ,2,12,15,02,1019.7,001.3,     ,00,00,00,05,04,0,0,1,0
car031_2023_094,47 32.80 N,52 35.20 W,2023-04-16,19:34,0177,S27-01        ,2,17,02,02,1018.8,001.2,     ,00,00,00,09,06, , , , 
car031_2023_095,47 34.80 N,52 21.00 W,2023-04-16,22:09,0167,S27-02        ,2,17,02,02,1018.8,000.2,     ,00,00,20,10,06, , , , 
car031_2023_096,47 37.80 N,52 07.20 W,2023-04-17,00:05,0170,S27-03        ,2,18,02,02,1019.1,-00.2,     ,00,00,20,10,05, , , , 
car031_2023_097,47 32.80 N,52 35.20 W,2023-04-17,05:47,0176,S27-01        ,7,18,00,02,1016.0,000.4,     ,00,00,20,10,03, , , , 
