ShipTrip,Section,Station,Lat,Lon,Date,Day,Month,Year,TimeUTC,Season,T#,SampleID,TowDepth,DW_small,DW_large,corrDW_small,corrDW_large,Comments,NewShipTrip,UID,BottomSampleID,TopSampleID
HUD114,SEGB,SEGB-15,42.85,-49.8866666666666,2014-11-23,23,11,2014,17:50:00,Fall,T3210,,395.0,0.085,0.119,0.17,0.238,,20114,20114035.0,424422.0,424432.0
HUD114,SEGB,SEGB-13,43.2,-50.1666666666666,2014-11-23,23,11,2014,23:45:00,Fall,T3211,,58.0,0.16,0.045,0.32,0.09,,20114,20114035.0,424433.0,424439.0
HUD114,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2014-11-24,24,11,2014,04:10:00,Fall,T3212,,57.0,0.066,0.092,0.132,0.184,,20114,20114035.0,424440.0,424446.0
HUD114,SEGB,SEGB-11,44.0,-50.8083333333333,2014-11-24,24,11,2014,09:10:00,Fall,T3213,,62.0,0.122,0.106,0.244,0.212,,20114,20114035.0,424447.0,424453.0
HUD114,SEGB,SEGB-10,44.3633333333333,-51.1033333333333,2014-11-24,24,11,2014,12:35:00,Fall,T3214,,63.0,0.01,0.042,0.02,0.084,,20114,20114035.0,424454.0,424460.0
HUD114,SEGB,SEGB-09,44.725,-51.395,2014-11-24,24,11,2014,16:25:00,Fall,T3215,,61.0,0.008,0.059,0.016,0.118,,20114,20114035.0,424461.0,424467.0
HUD114,SEGB,SEGB-08,45.0949999999999,-51.7,2014-11-24,24,11,2014,19:15:00,Fall,T3216,,72.0,0.027,0.079,0.054,0.158,,20114,20114035.0,424468.0,424474.0
HUD114,SEGB,SEGB-07,45.4583333333333,-52.0,2014-11-24,24,11,2014,23:00:00,Fall,T3217,,73.0,0.03,0.13,0.06,0.26,,20114,20114035.0,424475.0,424481.0
HUD114,SEGB,SEGB-05,46.07,-52.5,2014-11-25,25,11,2014,04:15:00,Fall,T3218,,82.0,0.036,0.144,0.072,0.288,,20114,20114035.0,424482.0,424489.0
HUD114,SEGB,SEGB-03,46.35,-52.7333333333333,2014-11-25,25,11,2014,06:53:00,Fall,T3219,,166.0,1.561,0.548,3.122,1.096,,20114,20114035.0,424490.0,424499.0
HUD114,SEGB,SEGB-02,46.5,-52.85,2014-11-25,25,11,2014,09:30:00,Fall,T3220,,166.0,0.076,0.049,0.152,0.098,,20114,20114035.0,424500.0,424509.0
HUD114,S27,S27-01,47.5466666666667,-52.5866666666667,2014-11-25,25,11,2014,21:10:00,Fall,T3221,,168.0,0.179,0.209,0.358,0.418,,20114,20114035.0,424516.0,424525.0
HUD114,SI,SI-01,53.2299999999999,-55.6499999999999,2014-11-28,28,11,2014,13:35:00,Fall,T3222,,60.0,0.061,0.027,0.122,0.054,,20114,20114035.0,424526.0,424532.0
HUD114,SI,SI-02,53.3333333333333,-55.5,2014-11-28,28,11,2014,14:10:00,Fall,T3223,,131.0,0.079,0.076,0.158,0.152,,20114,20114035.0,424533.0,424541.0
HUD114,SI,SI-03,53.4099999999999,-55.3599999999999,2014-11-28,28,11,2014,18:50:00,Fall,T3224,,154.0,0.029,0.02,0.058,0.04,,20114,20114035.0,424542.0,424551.0
HUD114,SI,SI-04,53.5333333333333,-55.145,2014-11-28,28,11,2014,20:45:00,Fall,T3225,,200.0,0.87,0.191,1.74,0.382,,20114,20114035.0,424552.0,424561.0
HUD114,SI,SI-05,53.6199999999999,-55.0,2014-11-28,28,11,2014,23:35:00,Fall,T3226,,287.0,0.547,0.234,1.094,0.468,,20114,20114035.0,424562.0,424572.0
HUD114,SI,SI-06,53.7566666666666,-54.7766666666666,2014-11-29,29,11,2014,01:20:00,Fall,T3227,,160.0,0.219,0.124,0.438,0.248,,20114,20114035.0,424573.0,424581.0
HUD114,SI,SI-08,54.0816666666666,-54.2166666666666,2014-11-29,29,11,2014,06:00:00,Fall,T3228,,185.0,0.324,0.075,0.648,0.15,,20114,20114035.0,424582.0,424591.0
HUD114,SI,SI-09,54.2,-54.0,2014-11-29,29,11,2014,07:25:00,Fall,T3229,,210.0,0.374,0.086,0.748,0.172,,20114,20114035.0,424592.0,424601.0
HUD114,SI,SI-10,54.3549999999999,-53.7333333333333,2014-11-29,29,11,2014,10:35:00,Fall,T3230,,229.0,0.277,0.1,0.554,0.2,,20114,20114035.0,424602.0,424611.0
HUD114,SI,SI-12,54.6333333333333,-53.25,2014-11-29,29,11,2014,15:40:00,Fall,T3231,,709.0,0.292,2.943,0.584,5.886,,20114,20114035.0,424612.0,424621.0
HUD114,SI,SI-13,54.7833333333333,-53.0,2014-11-29,29,11,2014,18:20:00,Fall,T3232,,1000.0,0.104,2.68,0.208,5.36,,20114,20114035.0,424622.0,424633.0
HUD114,BB,BB-01,48.7333333333333,-52.9666666666666,2014-12-02,2,12,2014,15:05:00,Fall,T3233,,91.0,0.094,0.08,0.188,0.16,,20114,20114035.0,424634.0,424641.0
HUD114,BB,BB-03,48.8333333333333,-52.6499999999999,2014-12-02,2,12,2014,18:10:00,Fall,T3234,,248.0,0.88,0.394,1.76,0.788,,20114,20114035.0,424642.0,424651.0
HUD114,BB,BB-04,48.92,-52.3999999999999,2014-12-02,2,12,2014,19:35:00,Fall,T3235,,346.0,0.51,1.289,1.02,2.578,,20114,20114035.0,424652.0,424661.0
HUD114,BB,BB-05,49.03,-52.07,2014-12-03,3,12,2014,03:45:00,Fall,T3236,,290.0,0.656,0.179,1.312,0.358,,20114,20114035.0,,
HUD114,BB,BB-06,49.1,-51.8283333333333,2014-12-03,3,12,2014,05:10:00,Fall,T3237,,286.0,0.092,0.025,0.184,0.05,,20114,20114035.0,424673.0,424682.0
HUD114,BB,BB-07,49.1899999999999,-51.5399999999999,2014-12-03,3,12,2014,08:15:00,Fall,T3238,,309.0,0.602,0.025,1.204,0.05,,20114,20114035.0,424683.0,424693.0
HUD114,BB,BB-08,49.28,-51.2783333333333,2014-12-03,3,12,2014,10:10:00,Fall,T3239,,318.0,2.046,0.351,4.092,0.702,,20114,20114035.0,424694.0,424703.0
HUD114,BB,BB-09,49.3699999999999,-51.0166666666666,2014-12-03,3,12,2014,23:35:00,Fall,T3240,,336.0,0.125,1.342,0.25,2.684,,20114,20114035.0,424704.0,424714.0
HUD114,BB,BB-10,49.5166666666666,-50.5333333333333,2014-12-04,4,12,2014,02:20:00,Fall,T3241,,328.0,1.044,0.068,2.088,0.136,,20114,20114035.0,424715.0,424724.0
HUD114,BB,BB-12,49.85,-49.5,2014-12-05,5,12,2014,02:30:00,Fall,T3242,,1000.0,0.103,1.968,0.206,3.936,,20114,20114035.0,424737.0,424746.0
HUD114,BB,BB-13,50.0,-49.0,2014-12-05,5,12,2014,09:20:00,Fall,T3243,,1000.0,0.138,1.649,0.276,3.298,,20114,20114035.0,424747.0,424758.0
HUD114,BB,BB-14,50.18,-48.4699999999999,2014-12-06,6,12,2014,03:00:00,Fall,T3244,,1000.0,0.067,1.244,0.134,2.488,,20114,20114035.0,424759.0,424770.0
HUD114,S27,S27-01,47.5466666666667,-52.5866666666667,2014-12-07,7,12,2014,05:10:00,Fall,T3248,,163.0,0.161,0.135,0.322,0.27,,20114,20114035.0,424810.0,424819.0
TEL138,S27,S27-01,47.5466666666667,-52.5866666666667,2014-12-08,8,12,2014,nan,Fall,T3424,,165.0,0.204,0.205,0.408,0.41,,,,,
TEL142,S27,S27-01,47.5466666666667,-52.5866666666667,2015-01-07,7,1,2015,02:30:00,,T3426,,165.0,0.092,0.09,0.184,0.18,,39142,39143001.0,,
TEL142,S27,S27-01,47.5466666666667,-52.5866666666667,2015-01-19,19,1,2015,13:30:00,,T3427,,165.0,0.316,0.098,0.632,0.196,,39142,39143001.0,,
TEL143,S27,S27-01,47.5466666666667,-52.5866666666667,2015-01-21,21,1,2015,nan,,T3428,,165.0,0.317,0.099,0.634,0.198,,39143,39143071.0,,
TEL143,S27,S27-01,47.5466666666667,-52.5866666666667,2015-02-02,2,2,2015,nan,,T3429,,165.0,0.187,0.077,0.374,0.154,,39143,39143071.0,,
TEL155,S27,S27-01,47.5466666666667,-52.5866666666667,2015-03-20,20,3,2015,13:30:00,,T3430,,165.0,1.351,0.216,2.702,0.432,,39155,39155001.0,394592.0,394601.0
TEL144,S27,S27-01,47.5466666666667,-52.5866666666667,2015-04-10,10,4,2015,22:54:00,Spring,T3250,,165.0,0.372,0.173,0.744,0.346,,39144,39144124.0,424820.0,424821.0
TEL144,SWSPB,SWSPB-01,46.77,-55.6199999999999,2015-04-11,11,4,2015,00:09:00,Spring,T3251,,85.0,0.355,0.301,0.71,0.602,,39144,39144124.0,424830.0,424837.0
TEL144,SWSPB,SWSPB-02,46.5099999999999,-56.03,2015-04-12,12,4,2015,03:52:00,Spring,T3252,,136.0,0.184,0.264,0.368,0.528,,39144,39144124.0,,
TEL144,SWSPB,SWSPB-03,46.18,-56.5099999999999,2015-04-12,12,4,2015,07:43:00,Spring,T3253,,55.0,0.136,0.318,0.272,0.636,,39144,39144124.0,424847.0,424852.0
TEL144,SWSPB,SWSPB-04,45.9399999999999,-56.88,2015-04-12,12,4,2015,11:19:00,Spring,T3254,,70.0,0.124,0.175,0.248,0.35,,39144,39144124.0,424853.0,424859.0
TEL144,SWSPB,SWSPB-05,45.85,-57.02,2015-04-12,12,4,2015,12:50:00,Spring,T3255,,360.0,0.107,0.295,0.214,0.59,,39144,39144124.0,424860.0,424870.0
TEL144,SWSPB,SWSPB-06,45.6166666666666,-57.375,2015-04-12,12,4,2015,17:34:00,Spring,T3256,,435.0,0.152,0.447,0.304,0.894,,39144,39144124.0,424871.0,424881.0
TEL144,SESPB,SESPB-08,44.43,-54.89,2015-04-13,13,4,2015,07:48:00,Spring,T3257,,1000.0,0.285,0.6,0.57,1.2,,39144,39144124.0,424882.0,424893.0
TEL144,SESPB,SESPB-07,44.81,-55.0099999999999,2015-04-13,13,4,2015,13:42:00,Spring,T3258,,1000.0,0.202,0.506,0.404,1.012,,39144,39144124.0,424894.0,424903.0
TEL144,SESPB,SESPB-06,44.99,-55.07,2015-04-13,13,4,2015,17:20:00,Spring,T3259,,860.0,0.209,0.397,0.418,0.794,,39144,39144124.0,424904.0,424915.0
TEL144,SESPB,SESPB-05,45.1099999999999,-55.1099999999999,2015-04-13,13,4,2015,21:55:00,Spring,T3260,,175.0,0.225,0.619,0.45,1.238,,39144,39144124.0,424916.0,424925.0
TEL144,SESPB,SESPB-04,45.59,-55.2599999999999,2015-04-14,14,4,2015,01:22:00,Spring,T3261,,145.0,0.204,0.215,0.408,0.43,,39144,39144124.0,424926.0,424934.0
TEL144,SESPB,SESPB-03,46.0799999999999,-55.3999999999999,2015-04-14,14,4,2015,05:03:00,Spring,T3262,,91.0,0.142,0.154,0.284,0.308,,39144,39144124.0,424935.0,424942.0
TEL144,SESPB,SESPB-02,46.4399999999999,-55.5099999999999,2015-04-14,14,4,2015,08:10:00,Spring,T3263,,145.0,0.182,0.238,0.364,0.476,,39144,39144124.0,424943.0,424951.0
TEL144,SEGB,SEGB-01,46.5833333333333,-52.9333333333333,2015-04-14,14,4,2015,18:27:00,Spring,T3264,,45.0,0.165,0.104,0.33,0.208,,39144,39144124.0,424952.0,424957.0
TEL144,SEGB,SEGB-02,46.5,-52.85,2015-04-14,14,4,2015,20:10:00,Spring,T3265,,170.0,0.869,0.341,1.738,0.682,,39144,39144124.0,424958.0,424967.0
TEL144,SEGB,SEGB-03,46.35,-52.7333333333333,2015-04-14,14,4,2015,22:05:00,Spring,T3266,,165.0,0.72,0.375,1.44,0.75,,39144,39144124.0,424968.0,424977.0
TEL144,SEGB,SEGB-05,46.07,-52.5,2015-04-15,15,4,2015,01:31:00,Spring,T3267,,85.0,0.086,0.137,0.172,0.274,,39144,39144124.0,424978.0,424985.0
TEL144,SEGB,SEGB-07,45.4583333333333,-52.0,2015-04-15,15,4,2015,07:23:00,Spring,T3268,,70.0,0.173,0.628,0.346,1.256,,39144,39144124.0,424986.0,424992.0
TEL144,FC,FC-09,47.0,-50.0,2015-04-15,15,4,2015,19:24:00,Spring,T3269,,75.0,0.11,0.242,0.22,0.484,,39144,39144124.0,424993.0,424999.0
TEL144,FC,FC-07,47.0,-51.0,2015-04-16,16,4,2015,00:50:00,Spring,T3270,,100.0,0.207,0.339,0.414,0.678,,39144,39144124.0,425000.0,425007.0
TEL144,FC,FC-06,47.0,-51.4799999999999,2015-04-16,16,4,2015,03:34:00,Spring,T3271,,90.0,0.202,0.181,0.404,0.362,,39144,39144124.0,425008.0,425015.0
TEL144,FC,FC-05,47.0,-52.03,2015-04-16,16,4,2015,06:30:00,Spring,T3272,,130.0,0.518,0.395,1.036,0.79,,39144,39144124.0,425016.0,425024.0
TEL144,FC,FC-04,47.0,-52.32,2015-04-16,16,4,2015,08:43:00,Spring,T3273,,115.0,0.336,0.222,0.672,0.444,,39144,39144124.0,425025.0,425033.0
TEL144,FC,FC-03,47.0,-52.5799999999999,2015-04-16,16,4,2015,10:40:00,Spring,T3274,,151.0,1.128,0.715,2.256,1.43,,39144,39144124.0,425034.0,425043.0
TEL144,FC,FC-02,47.0,-52.71,2015-04-16,16,4,2015,12:38:00,Spring,T3275,,175.0,1.533,0.293,3.066,0.586,,39144,39144124.0,,
TEL144,FC,FC-01,47.0,-52.8316666666666,2015-04-16,16,4,2015,14:03:00,Spring,T3276,,96.0,0.515,0.382,1.03,0.764,,39144,39144124.0,425054.0,425061.0
TEL144,SEGB,SEGB-08,45.0949999999999,-51.7,2015-04-17,17,4,2015,15:10:00,Spring,T3277,,65.0,0.432,0.873,0.864,1.746,,39144,39144124.0,425062.0,425068.0
TEL144,SEGB,SEGB-09,44.725,-51.395,2015-04-17,17,4,2015,18:17:00,Spring,T3278,,65.0,0.077,0.086,0.154,0.172,,39144,39144124.0,425069.0,425075.0
TEL144,SEGB,SEGB-10,44.3633333333333,-51.1033333333333,2015-04-17,17,4,2015,21:13:00,Spring,T3279,,65.0,0.06,0.076,0.12,0.152,,39144,39144124.0,425076.0,425082.0
TEL144,SEGB,SEGB-11,44.0,-50.8083333333333,2015-04-18,18,4,2015,00:08:00,Spring,T3280,,65.0,0.222,0.231,0.444,0.462,,39144,39144124.0,425083.0,425089.0
TEL144,SEGB,SEGB-12,43.6333333333333,-50.5166666666666,2015-04-18,18,4,2015,03:40:00,Spring,T3281,,53.0,0.127,0.108,0.254,0.216,,39144,39144124.0,425090.0,425096.0
TEL144,SEGB,SEGB-13,43.2,-50.1666666666666,2015-04-18,18,4,2015,06:59:00,Spring,T3282,,56.0,0.066,0.047,0.132,0.094,,39144,39144124.0,425097.0,425103.0
TEL144,SEGB,SEGB-15,42.85,-49.8866666666666,2015-04-18,18,4,2015,11:34:00,Spring,T3283,,400.0,0.272,0.559,0.544,1.118,,39144,39144124.0,425104.0,425114.0
TEL144,S27,S27-01,47.5466666666667,-52.5866666666667,2015-04-19,19,4,2015,20:52:00,Spring,T3285,,165.0,0.919,0.415,1.838,0.83,,39144,39144124.0,425127.0,425136.0
TEL144,BB,BB-01,48.7333333333333,-52.9666666666666,2015-04-20,20,4,2015,07:47:00,Spring,T3286,,91.0,0.124,0.212,0.248,0.424,,39144,39144124.0,425137.0,425144.0
TEL144,BB,BB-03,48.8333333333333,-52.6499999999999,2015-04-20,20,4,2015,10:52:00,Spring,T3287,,245.0,0.072,0.174,0.144,0.348,,39144,39144124.0,425145.0,425154.0
TEL144,BB,BB-04,48.92,-52.3999999999999,2015-04-20,20,4,2015,14:23:00,Spring,T3288,,340.0,0.058,0.516,0.116,1.032,,39144,39144124.0,425155.0,425164.0
TEL144,BB,BB-05,49.03,-52.07,2015-04-20,20,4,2015,10:28:00,Spring,T3289,,280.0,0.054,0.247,0.108,0.494,,39144,39144124.0,,
TEL144,FC,FC-10,47.0,-49.1199999999999,2015-04-22,22,4,2015,14:35:00,Spring,T3294,,75.0,0.141,0.107,0.282,0.214,,39144,39144124.0,425216.0,425222.0
TEL144,FC,FC-12,47.0,-48.1199999999999,2015-04-22,22,4,2015,17:38:00,Spring,T3295,,125.0,4.948,0.78,9.896,1.56,,39144,39144124.0,425223.0,425231.0
TEL144,FC,FC-13,47.0,-47.82,2015-04-22,22,4,2015,21:44:00,Spring,T3296,,160.0,3.934,0.937,7.868,1.874,,39144,39144124.0,425232.0,425241.0
TEL144,FC,FC-14,47.0,-47.5,2015-04-23,23,4,2015,00:40:00,Spring,T3297,,210.0,2.152,0.136,4.304,0.272,,39144,39144124.0,425242.0,425251.0
TEL144,FC,FC-15,47.0,-47.25,2015-04-23,23,4,2015,03:28:00,Spring,T3298,,520.0,0.233,0.821,0.466,1.642,,39144,39144124.0,425252.0,425262.0
TEL144,FC,FC-17,47.0,-47.02,2015-04-23,23,4,2015,08:36:00,Spring,T3299,,1000.0,0.767,1.504,1.534,3.008,,39144,39144124.0,425263.0,425272.0
TEL144,FC,FC-18,47.0,-46.8299999999999,2015-04-23,23,4,2015,12:09:00,Spring,T3300,,1000.0,0.843,1.97,1.686,3.94,,39144,39144124.0,425273.0,425284.0
TEL144,FC,FC-20,47.0,-46.4799999999999,2015-04-24,24,4,2015,01:05:00,Spring,T3301,,340.0,0.681,0.546,1.362,1.092,,39144,39144124.0,425287.0,425297.0
TEL144,FC,FC-21,47.0,-46.02,2015-04-24,24,4,2015,04:16:00,Spring,T3302,,290.0,1.312,1.323,2.624,2.646,,39144,39144124.0,425298.0,425308.0
TEL144,FC,FC-23,47.0,-45.5,2015-04-24,24,4,2015,08:40:00,Spring,T3303,,240.0,1.18,1.307,2.36,2.614,,39144,39144124.0,425309.0,425318.0
TEL144,FC,FC-24,47.0,-45.21,2015-04-24,24,4,2015,11:27:00,Spring,T3304,,160.0,0.677,0.978,1.354,1.956,,39144,39144124.0,425319.0,425328.0
TEL144,FC,FC-26,47.0,-44.77,2015-04-24,24,4,2015,14:27:00,Spring,T3305,,140.0,0.513,0.793,1.026,1.586,,39144,39144124.0,425329.0,425338.0
TEL144,FC,FC-31,47.0,-43.8299999999999,2015-04-24,24,4,2015,22:09:00,Spring,T3307,,550.0,0.15,0.54,0.3,1.08,,39144,39144124.0,425351.0,425361.0
TEL144,FC,FC-33,47.0,-43.3999999999999,2015-04-25,25,4,2015,03:06:00,Spring,T3308,,1000.0,0.082,1.1,0.164,2.2,,39144,39144124.0,425362.0,425373.0
TEL144,FC,FC-35,47.0,-43.0,2015-04-25,25,4,2015,08:02:00,Spring,T3309,,1000.0,0.164,1.755,0.328,3.51,,39144,39144124.0,425374.0,425385.0
TEL144,S27,S27-01,47.5466666666667,-52.5866666666667,2015-04-27,27,4,2015,19:19:00,Spring,T3318,,165.0,0.796,0.302,1.592,0.604,,39144,39144124.0,425471.0,425480.0
TEL146,S27,S27-01,47.5466666666667,-52.5866666666667,2015-05-07,7,5,2015,19:57:00,Spring,T3431,,165.0,0.392,0.248,0.784,0.496,,39146,39146007.0,,
TEL146,S27,S27-01,47.5466666666667,-52.5866666666667,2015-05-11,11,5,2015,08:50:00,Spring,T3432,,165.0,0.471,0.34,0.942,0.68,,39146,39146007.0,394602.0,394611.0
TEL147,S27,S27-01,47.5466666666667,-52.5866666666667,2015-05-26,26,5,2015,09:15:00,Spring,T3434,,165.0,0.163,0.265,0.326,0.53,,,,,
CEX158,S27,S27-01,47.5466666666667,-52.5866666666667,2015-05-27,27,5,2015,nan,Spring,T3435,,165.0,0.178,0.159,0.356,0.318,,,,,
NED452,S27,S27-01,47.5466666666667,-52.5866666666667,2015-05-28,28,5,2015,06:55:00,Spring,T3433,,165.0,1.361,0.522,2.722,1.044,,,,,
NED454,S27,S27-01,47.5466666666667,-52.5866666666667,2015-05-28,28,5,2015,20:01:00,Spring,T3439,,165.0,0.147,0.25,0.294,0.5,,,,,
NED455,S27,S27-01,47.5466666666667,-52.5866666666667,2015-06-19,19,6,2015,08:30:00,,T3440,,165.0,0.184,0.48,0.368,0.96,,12455,12455021.0,394622.0,394631.0
TEL148,S27,S27-01,47.5466666666667,-52.5866666666667,2015-07-09,9,7,2015,08:00:00,Summer,T3319,,165.0,0.178,0.38,0.356,0.76,,39148,39148082.0,425481.0,425490.0
TEL148,FC,FC-01,47.0,-52.8316666666666,2015-07-09,9,7,2015,17:46:00,Summer,T3320,,91.0,0.053,0.038,0.106,0.076,,39148,39148082.0,425491.0,425498.0
TEL148,FC,FC-02,47.0,-52.71,2015-07-09,9,7,2015,19:35:00,Summer,T3321,,174.0,0.094,0.07,0.188,0.14,,39148,39148082.0,,
TEL148,FC,FC-03,47.0,-52.5799999999999,2015-07-09,9,7,2015,21:20:00,Summer,T3322,,145.0,0.152,0.166,0.304,0.332,,39148,39148082.0,425509.0,425518.0
TEL148,FC,FC-04,47.0,-52.32,2015-07-09,9,7,2015,23:24:00,Summer,T3323,,115.0,0.181,0.187,0.362,0.374,,39148,39148082.0,425519.0,425527.0
TEL148,FC,FC-05,47.0,-52.03,2015-07-10,10,7,2015,01:11:00,Summer,T3324,,128.0,0.165,0.09,0.33,0.18,,39148,39148082.0,425528.0,425536.0
TEL148,FC,FC-06,47.0,-51.4799999999999,2015-07-10,10,7,2015,04:08:00,Summer,T3325,,89.0,0.015,0.072,0.0292,0.144,,39148,39148082.0,425537.0,425544.0
TEL148,FC,FC-07,47.0,-51.0,2015-07-10,10,7,2015,07:04:00,Summer,T3326,,91.0,0.093,0.109,0.186,0.218,,39148,39148082.0,425545.0,425552.0
TEL148,FC,FC-09,47.0,-50.0,2015-07-10,10,7,2015,11:49:00,Summer,T3327,,75.0,0.151,0.029,0.302,0.058,,39148,39148082.0,425553.0,425559.0
TEL148,FC,FC-10,47.0,-49.1199999999999,2015-07-10,10,7,2015,16:05:00,Summer,T3328,,70.0,0.11,0.035,0.22,0.07,,39148,39148082.0,425560.0,425566.0
TEL148,FC,FC-12,47.0,-48.1199999999999,2015-07-10,10,7,2015,21:13:00,Summer,T3329,,124.0,0.098,0.05,0.196,0.1,,39148,39148082.0,425567.0,425575.0
TEL148,FC,FC-14,47.0,-47.5,2015-07-11,11,7,2015,02:40:00,Summer,T3331,,205.0,0.156,0.084,0.312,0.168,,39148,39148082.0,425586.0,425595.0
TEL148,FC,FC-15,47.0,-47.25,2015-07-11,11,7,2015,05:00:00,Summer,T3332,,520.0,0.419,1.592,0.838,3.184,,39148,39148082.0,425596.0,425605.0
TEL148,FC,FC-17,47.0,-47.02,2015-07-11,11,7,2015,08:55:00,Summer,T3333,,1000.0,0.446,1.523,0.892,3.046,,39148,39148082.0,425606.0,425615.0
TEL148,FC,FC-18,47.0,-46.8299999999999,2015-07-11,11,7,2015,12:40:00,Summer,T3334,,1000.0,0.454,3.106,0.908,6.212,,39148,39148082.0,425616.0,425627.0
TEL148,FC,FC-20,47.0,-46.4799999999999,2015-07-11,11,7,2015,16:33:00,Summer,T3335,,340.0,0.09,0.985,0.18,1.97,,39148,39148082.0,425628.0,425637.0
TEL148,FC,FC-21,47.0,-46.02,2015-07-11,11,7,2015,19:48:00,Summer,T3336,,293.0,0.182,2.686,0.364,5.372,,39148,39148082.0,425638.0,425648.0
TEL148,FC,FC-24,47.0,-45.21,2015-07-12,12,7,2015,02:00:00,Summer,T3338,,157.0,0.07,0.545,0.14,1.09,,39148,39148082.0,425659.0,425668.0
TEL148,FC,FC-26,47.0,-44.77,2015-07-12,12,7,2015,05:33:00,Summer,T3339,,140.0,0.222,1.196,0.444,2.392,,39148,39148082.0,425669.0,425678.0
TEL148,FC,FC-29,47.0,-44.2299999999999,2015-07-12,12,7,2015,09:33:00,Summer,T3340,,252.0,0.323,1.686,0.646,3.372,,39148,39148082.0,425679.0,425688.0
TEL148,FC,FC-31,47.0,-43.8299999999999,2015-07-12,12,7,2015,13:35:00,Summer,T3341,,545.0,0.445,1.205,0.89,2.41,,39148,39148082.0,425689.0,425698.0
TEL148,FC,FC-33,47.0,-43.3999999999999,2015-07-12,12,7,2015,17:54:00,Summer,T3342,,1000.0,0.158,0.613,0.316,1.226,,39148,39148082.0,425699.0,425710.0
TEL148,FC,FC-35,47.0,-43.0,2015-07-12,12,7,2015,22:26:00,Summer,T3343,,1000.0,0.253,0.743,0.506,1.486,,39148,39148082.0,425711.0,425722.0
TEL148,BB,BB-14,50.18,-48.4699999999999,2015-07-14,14,7,2015,05:55:00,Summer,T3344,,1000.0,0.215,1.627,0.43,3.254,,39148,39148082.0,425723.0,425734.0
TEL148,BB,BB-13,50.0,-49.0,2015-07-14,14,7,2015,11:05:00,Summer,T3345,,1000.0,0.342,0.515,0.684,1.03,,39148,39148082.0,425735.0,425746.0
TEL148,BB,BB-12,49.85,-49.5,2015-07-14,14,7,2015,16:01:00,Summer,T3346,,1000.0,0.234,1.23,0.468,2.46,,39148,39148082.0,425747.0,425756.0
TEL148,BB,BB-11,49.68,-50.02,2015-07-14,14,7,2015,20:45:00,Summer,T3347,,616.0,0.258,2.426,0.516,4.852,,39148,39148082.0,425757.0,425768.0
TEL148,BB,BB-10,49.52,-50.53,2015-07-15,15,7,2015,00:12:00,Summer,T3348,,322.0,0.169,1.592,0.338,3.184,,39148,39148082.0,425769.0,425778.0
TEL148,BB,BB-08,49.28,-51.2783333333333,2015-07-15,15,7,2015,06:28:00,Summer,T3350,,311.0,0.237,0.624,0.474,1.248,,39148,39148082.0,425790.0,425799.0
TEL148,BB,BB-06,49.1,-51.8299999999999,2015-07-15,15,7,2015,11:43:00,Summer,T3352,,280.0,0.37,0.398,0.74,0.796,,39148,39148082.0,425811.0,425820.0
TEL148,BB,BB-04,48.92,-52.3999999999999,2015-07-15,15,7,2015,19:17:00,Summer,T3354,,300.0,,,,,*sand in sample - no plankton weight taken,39148,39148082.0,425832.0,425840.0
TEL148,BB,BB-03,48.8333333333333,-52.6499999999999,2015-07-15,15,7,2015,21:49:00,Summer,T3355,,235.0,,,,,*sand and rocks in sample - no plankton weight taken,39148,39148082.0,425842.0,425851.0
TEL148,BB,BB-01,48.7333333333333,-52.9666666666666,2015-07-16,16,7,2015,02:00:00,Summer,T3356,,95.0,0.137,0.038,0.274,0.076,,39148,39148082.0,425852.0,425859.0
TEL148,SI,SI-13,54.7833333333333,-53.0,2015-07-19,19,7,2015,19:02:00,Summer,T3367,,1000.0,0.238,1.498,0.476,2.996,,39148,39148082.0,425967.0,425978.0
TEL148,SI,SI-12,54.6333333333333,-53.25,2015-07-19,19,7,2015,22:40:00,Summer,T3368,,680.0,0.183,1.232,0.366,2.464,,39148,39148082.0,425979.0,425988.0
TEL148,SI,SI-10,54.3549999999999,-53.7333333333333,2015-07-20,20,7,2015,04:20:00,Summer,T3370,,225.0,0.119,1.174,0.238,2.348,,39148,39148082.0,425999.0,426008.0
TEL148,SI,SI-09,54.2,-54.0,2015-07-20,20,7,2015,06:40:00,Summer,T3371,,204.0,0.095,0.556,0.19,1.112,,39148,39148082.0,426009.0,426018.0
TEL148,SI,SI-08,54.0816666666666,-54.2166666666666,2015-07-20,20,7,2015,08:40:00,Summer,T3372,,180.0,0.05,0.674,0.1,1.348,,39148,39148082.0,426019.0,426028.0
TEL148,SI,SI-06,53.7566666666666,-54.7766666666666,2015-07-20,20,7,2015,13:05:00,Summer,T3374,,155.0,0.089,0.709,0.178,1.418,,39148,39148082.0,426039.0,426047.0
TEL148,SI,SI-04,53.5333333333333,-55.145,2015-07-20,20,7,2015,17:30:00,Summer,T3376,,194.0,0.166,1.508,0.332,3.016,,39148,39148082.0,426059.0,426068.0
TEL148,SI,SI-02,53.3333333333333,-55.5,2015-07-20,20,7,2015,20:39:00,Summer,T3378,,123.0,0.102,0.995,0.204,1.99,,39148,39148082.0,426079.0,426087.0
TEL148,MB,MB-02,55.25,-58.4366666666666,2015-07-23,23,7,2015,13:21:00,Summer,T3381,,274.0,0.552,2.387,1.104,4.774,,39148,39148082.0,426103.0,426112.0
